X,y,class
-0.819864669818396,0.4977936864382152,0
-0.8853588019071517,0.49715627790535494,0
-0.9129932869984327,0.4960200042810532,0
-0.846756171522835,0.4916999348705257,0
-0.922332949165005,0.48869220199058083,0
-0.9860799541471194,0.4885767248612318,0
-0.8032151007740135,0.4870503990589696,0
-0.9193618827071682,0.48675513939110765,0
-1.002849556900905,0.47971069922815873,0
-0.8842047294057948,0.4778515842868131,0
-0.9460023036206073,0.47640213328902836,0
-0.8281927538560774,0.4742235448743107,0
-0.9272031947171606,0.467457943606667,0
-0.8435504542211237,0.4665430753119247,0
-0.9194885994846698,0.46594436886302926,0
-0.7822888794166543,0.46064771867398135,0
-0.9315276583719561,0.45985867719654266,0
-0.9101225664742468,0.45823768580564306,0
-0.8635700399205577,0.457510212379264,0
-0.8060191405349482,0.4546776233925759,0
-0.9085375317676739,0.4527590341163444,0
-0.8834794192870522,0.45113250551299156,0
-0.8834962760368021,0.45007475359524357,0
-0.7751801520388316,0.44787875415750844,0
-0.8713457766377871,0.4469230198849774,0
-0.8251065156374213,0.44317959112331995,0
-0.8270085050554228,0.4430769295234011,0
-0.8154155525011894,0.4386763724862885,0
-0.879167529287389,0.43588044530244524,0
-0.9708042688307733,0.43531895970856116,0
-0.8425017059709978,0.43208474151943416,0
-0.8474625908569478,0.42951043659466076,0
-0.9692420916162026,0.4282915821554616,0
-1.013499510719212,0.42764849646814,0
-0.9539621498566141,0.4264763843316954,0
-0.9868051077005549,0.42488893156164925,0
-0.7785772914756103,0.42331131696213287,0
-0.7965851308750629,0.4212790431910316,0
-0.8513712023965828,0.4197754576031572,0
-0.8667062341495976,0.4156874908899635,0
-0.7973577787965045,0.4142500212894534,0
-0.8327491370721901,0.41148295394321666,0
-0.9364297161056135,0.4091100961648445,0
-0.9716980346508541,0.4074056180493203,0
-0.9184480922466248,0.4060874643513824,0
-0.908780701980398,0.4008778374183654,0
-1.0555047146280183,0.4008601714500911,0
-0.8449151632877778,0.3986519038203835,0
-0.8790372252914617,0.39632229158368215,0
-0.910589906417788,0.3960370087961552,0
-0.8713213061468904,0.3948302512367836,0
-0.913660760610273,0.386939036538382,0
-0.9351425904416515,0.3854204809832698,0
-0.9011639088159304,0.38525842206295474,0
-0.9220472061361402,0.38446714290340667,0
-0.9463374618765117,0.37944421339283596,0
-0.8588848276197656,0.3792018771794614,0
-0.8798768685293449,0.3768289182565218,0
-0.9492741690521986,0.3767223354984699,0
-0.7699745510047837,0.37062933848539203,0
-0.9161943574173033,0.36695242724032023,0
-1.1296195208131916,0.3590923320294258,0
-0.9512130099849859,0.3576150756044421,0
-0.9942046471306716,0.357100569228041,0
-0.9050795290824892,0.3477904529936852,0
-0.9166145273041568,0.3460688597657736,0
-0.9282976555883152,0.34552627034782035,0
-1.0053968679211025,0.3402535513176014,0
-0.9086817451328869,0.33519171459878994,0
-0.9766317759338996,0.33000987752797234,0
-0.954923326632908,0.3292830736629312,0
-0.8714812631122872,0.329052832178726,0
-1.017150333125492,0.32886196552653696,0
-0.9913354031989635,0.32748750930332415,0
-0.8491900591210311,0.32610973285481487,0
-0.9348886397054841,0.3246101814265283,0
-0.9743211970823557,0.32318792868330204,0
-0.9899596730145656,0.320854605490408,0
-0.9525699116088141,0.3173927654284956,0
-0.8794398161978462,0.3171540224921393,0
-0.9222960424863876,0.3157346594089896,0
-1.009172091793642,0.31393024979562634,0
-0.9725912947923228,0.310885557088322,0
-0.8685203336589397,0.31014439886138717,0
-0.9033792831799626,0.3076430384590334,0
-0.9387142199501433,0.3050693734143015,0
-0.9880027618490985,0.30332090875480067,0
-0.9568182183435826,0.2979388092109241,0
-1.0001566248674203,0.29712515686875446,0
-1.0492666710639984,0.2948076674341695,0
-1.013450572771423,0.29293524427178463,0
-0.8646100327090372,0.29151103407800283,0
-0.9768923814873255,0.2915027477921594,0
-0.9252335591659769,0.28911557514088637,0
-1.0229161799591542,0.2866024396790625,0
-0.8924760109765132,0.28424107140207233,0
-0.9191832034529228,0.2841667790527267,0
-1.0184505412363627,0.2806667324524281,0
-0.9756803828660988,0.27508830601049417,0
-1.0940250455410028,0.2743811508340942,0
-0.9634556308135319,0.27433913889513234,0
-0.9711225865218002,0.2738791230478172,0
-0.993386481154589,0.2709891763782263,0
-0.9688973159658156,0.2697536367685712,0
-0.8908305956640599,0.2624075467925687,0
-0.9973803101952735,0.25834173246672354,0
-1.0745968554187264,0.25616847930874065,0
-0.8923001130336923,0.2560040422506982,0
-0.9222521751235636,0.2477734949993632,0
-1.0820231761545382,0.24694280528232293,0
-0.9184114257032842,0.24612754292261427,0
-0.9509471787142122,0.24389814068416366,0
-0.958991864468001,0.2415650875969117,0
-0.995509892083385,0.23543628296811037,0
-1.0320967589118686,0.23212818799543156,0
-1.0002317683204116,0.23008223951215817,0
-0.9229273447502045,0.22962974643767972,0
-0.9355242381843345,0.22915945709148844,0
-0.928136053894253,0.22866734398085792,0
-0.8974073381644647,0.22783122308939935,0
-0.9794894294565565,0.22615911721703938,0
-0.9381968248978787,0.22332138488766073,0
-0.9719762298881187,0.2147848317950044,0
-1.0113127859209463,0.21446577965530053,0
-1.0249756009651423,0.21298102068355682,0
-0.9056573253752034,0.19759951693347516,0
-0.896579673893225,0.1974559455253604,0
-0.8434463377857631,0.19744260101090086,0
-1.0105109779887569,0.19701661269707346,0
-1.0190512091254833,0.19324187103531437,0
-0.9609121843789229,0.1906176183479495,0
-0.9677359816878861,0.18976147817554126,0
-0.9869437715190088,0.1897586715922348,0
-1.0063428509246868,0.18857645153397665,0
-0.9513789049544803,0.1879877745214831,0
-0.9422191265350489,0.18663549615066682,0
-1.032733288236039,0.1862433350414217,0
-0.8991624510773502,0.18543647533444968,0
-0.9509232060717877,0.17875189428816662,0
-0.9467943867751283,0.17789217745555003,0
-0.9980333778137449,0.1777095076537006,0
-0.9150367278007713,0.17561582478363458,0
-1.0171729440153898,0.17253883835339157,0
-0.9906821423130774,0.16742185160193862,0
-0.937338790167051,0.16725382571284406,0
-1.0125093951560662,0.1658938466868874,0
-0.9817361430791155,0.16538841831863885,0
-0.9799877704284559,0.16267398158400823,0
-1.0258325222234608,0.16070800653724338,0
-0.9872351556344967,0.16057808638199633,0
-1.0688162036651394,0.15821133179406932,0
-0.9716913630667275,0.15310951115645882,0
-1.0285257271471886,0.1507272556826675,0
-0.9871177060897013,0.14628746105363918,0
-1.0054518142340698,0.1430441643664051,0
-1.0678233820908984,0.141056570335829,0
-0.9602129422722337,0.1397515703828972,0
-0.9837116676992658,0.13930324346154097,0
-0.9681037388803111,0.1390003549373872,0
-1.0072745801439176,0.13864641421001647,0
-0.9853314262104459,0.1317653392123213,0
-0.974167306848444,0.12979726621007456,0
-0.9698765209600189,0.12548161800935528,0
-0.9601314244230484,0.12049519889814794,0
-1.1358131566598195,0.11777052999569446,0
-1.050909003480969,0.11729901856999675,0
-1.0530284606167282,0.11346656795198543,0
-1.024320078184436,0.11274400489831088,0
-1.0833175701013404,0.10760345964365872,0
-1.0840621848917529,0.10724502695644086,0
-1.0444949811133877,0.10454505778679796,0
-1.0974935926056573,0.10188608358004775,0
-0.9378489577366929,0.1003180654553649,0
-0.9798943693393731,0.0987550638869356,0
-0.9876809831102417,0.09826805244467013,0
-0.976459612175004,0.09570952525635049,0
-0.9683083624129666,0.09431301634547617,0
-0.9430829695033514,0.09004340798188606,0
-1.043137375222862,0.08548758202563807,0
-0.937280761286467,0.08411681549675709,0
-0.9045877014103084,0.07954274925675328,0
-0.9581558611443958,0.07239520141720555,0
-1.0001385910286062,0.06827845635920224,0
-0.9639298100655129,0.0676631303772924,0
-0.9804058599140126,0.06761580110337519,0
-1.050367770158439,0.06697105616481802,0
-0.9935511228597974,0.06420556056883812,0
-0.960854431510473,0.06242984233487492,0
-1.105651670522179,0.05892610331856267,0
-1.012462434826274,0.056087076033693214,0
-0.8685528160193117,0.05521251513050644,0
-1.0388191534477829,0.054652322460124136,0
-0.9042770534817717,0.05383191101043632,0
-0.9721099390488701,0.05142748601941071,0
-0.9450522089747195,0.051080362263706984,0
-1.0112655920538831,0.05097860062377765,0
-1.0643722874420678,0.04680128188361694,0
-0.9447002762250757,0.04110038788712258,0
-0.9843390407841349,0.039433068759211494,0
-0.9943903462142623,0.03714624379579592,0
-1.0426952134811498,0.0345565365176494,0
-0.9686177103351743,0.033950242287395564,0
-0.9897081785382937,0.02552645334372244,0
-0.8681523392577444,0.024440040501531375,0
-1.0486870332412328,0.022714622960564985,0
-0.9875004600044676,0.016589724886723767,0
-0.9877931131489245,0.015326306534501028,0
-0.912947458044848,0.014507563482468983,0
-0.9147164241698242,0.011631565920994985,0
-0.9917956416471079,0.010707485221742481,0
-0.9998988204296935,0.0099224465777666,0
-1.0235782786304723,0.009560040090975021,0
-1.0321994138239765,0.005659657358793011,0
-0.9769051177305769,0.002131829375175547,0
